URL;Title;Subtitle;Price;Breadcrumbs;Options;Images;Description
https://roastcoast.ru/cofe/dlya-filtra/keniya-mtaro-200g-filtr;Кения Мтаро;Кофе для фильтра;1 022  ₽;Главная > Кофе > Для фильтра > Кения Мтаро 200г. (фильтр);"{""product_select"": [""200 г."", ""1кг.""], ""option[589]"": [""Не нужен"", ""Нужен""]}";https://roastcoast.ru/image/cache/catalog/newfilter/kenijataro-517x540.jpg;Регион: округ КиамбуПлощадь поместья Mtaro Estate: 346 га Площадь кофейных посадок: 198,6 га Сбор урожая: апрель — июнь, октябрь — декабрьВысота: 1600 м над уровнем моряТип почв: красные вулканические почвыРазновидности: SL28Поместье Мтаро (Mtaro Estate) расположено в округе Киамбу, в плодородных высокогорьях Центральной Кении, примерно в 40 километрах к северу от Найроби. Главная технологическая особенность этой фермы отражена в ее названии: «Мтаро» на суахили означает «канал»/«ров». Это историческая отсылка к созданию первых гидротехнических сооружений для снабжения фермы водой. Особенности климата и орошения  Расположение фермы в высокогорье Центральной Кении характеризуется выраженной цикличностью сухого и дождливого сезонов. Для стабилизации вегетативных процессов и защиты урожая от засухи на Mtaro Estate развернута масштабная искусственная система ирригации. Подача пресной воды осуществляется через разветвленную сеть каналов из собственных внутренних резервуаров, что минимизирует зависимость от климатических колебаний и обеспечивает равномерное созревание ягод.  Специфика обработки и микролоты Сбор урожая проходит в два этапа: основной (октябрь — декабрь) и ранний флайкроп (апрель — июнь). Все кофейные ягоды разновидности SL28 собираются вручную с последующей сортировкой. Базовым методом обработки является традиционный мытый (Washed) способ с сушкой на африканских кроватях. Помимо этого, Mtaro Estate производит лимитированные микролоты сухой (Natural) обработки, которая предполагает длительную сушку ягод в течение 4–5 недель. Социальная ответственность и экология На ферме постоянно занято около 300 штатных рабочих. Предприятие полностью берет на себя социальное обеспечение персонала: работникам и их семьям бесплатно предоставляется благоустроенное жилье и доступ к медицинскому обслуживанию. Внутренняя политика менеджмента направлена на строгое соблюдение трудового права, а для предотвращения дискриминации и поддержки сотрудниц на производстве создан специализированный комитет по защите прав женщин.
https://roastcoast.ru/cofe/dlya-filtra/kitaj-sigan-200g-filtr;Китай Сиган;Кофе для фильтра;888  ₽;Главная > Кофе > Для фильтра > Китай Сиган 200г. (фильтр);"{""product_select"": [""200 г.""], ""option[566]"": [""Не нужен"", ""Нужен""]}";https://roastcoast.ru/image/cache/catalog/new07/pachkagangamstajl-517x540.jpg;Тёмный виноград, красное вино, какаоРегион: провинция Юньнань, округ Пуэр, уезд МэнляньКооператив / поместье: СинганВысота: 1400–1800 м над уровнем моряРазновидность: катиморыОбработка: анаэробная сухая    Чайно-кофейное поместье Синган расположено к северо-западу от административного центра уезда Мэнлянь, в поселке Фуянь. Выращиваемые здесь чай и кофе произрастают на высоте от 1400 до 1800 метров над уровнем моря. Регион отличается уникальным климатом: среднегодовая температура составляет 17–20 °C, сумма активных температур (выше 10 °C) достигает 5000–7500 °C, годовое количество солнечных часов составляет около 2000, а уровень осадков превышает 1700 мм. Местные плантации расположены на террасированных горных склонах с глубоким плодородным слоем, состоящим преимущественно из красноземов и краснобурых почв. Кооператив Синган работает по модели «кооператив + производственная база + фермеры». Он специализируется на выращивании, первичной обработке и продаже кофе премиум-класса. Проект стартовал в конце 2003 года, а в 2006 году кооператив был зарегистрирован официально. За это время хозяйство освоило более 133 га плантаций, из которых 120 га уже активно плодоносят, а 20 га отведены под недавние молодые посадки. Разновидности арабики, которые выращивают здесь: катимор P3 и P4, гейша, сарчимор и желтый бурбон.  В распоряжении кооператива — современная станция обработки, рассчитанная на 30 тонн кофейных ягод в день. Инфраструктура включает 6000 м² сушильных площадей, а также приподнятые столы («африканские кровати») общей площадью 380 м² для деликатной сушки микролотов. Image not found or type unknown Здесь производят кофе мытой, хани и сухой (натуральной) обработки, а также различные варианты экспериментальных обработок. Кооператив охватывает три административные деревни и 21 местную общину, успешно реализуя программу справедливого распределения доходов со всеми участниками проекта — это 849 семей (3118 человек, включая 362 семьи из категорий, ранее нуждавшихся в государственной поддержке). Зеленый кофе поставляется известным премиальным брендам, среди которых M2M, Seesaw, Manner, Fisher и Minority. В 2022 году кооперативное хозяйство привлекло 1 млн юаней из коллективных фондов деревни для строительства станции обработки премиального кофе мощностью 150 тонн в год. Image not found or type unknown Кофейное хозяйство занимает общую площадь 2,7 га и включает в себя линию по обработке кофе, два резервуара для сбора и промывки свежих ягод, сушильные комплексы площадью 400 м2 и административные помещения площадью 206 м2. Станция оснащена двумя безводными депульпаторами, двумя машинами для промывки ягод, фотосепаратором, двумя сушильными системами и электронными весами. Также на территории действуют очистные сооружения с системой рециркуляции воды и отстойниками, благодаря чему производственные сточные воды полностью соответствуют экологическим стандартам сброса. В сезоне 2024/25 Синган произвел 220 тонн кофе (включая 150 тонн кофе премиумкласса), а общая стоимость выпущенной продукции превысила 10 млн юаней. Благодаря этому доходы фермеров от сдачи свежих ягод составили более 6,6 млн юаней, а средний доход на одно домохозяйство превысил 20 000 юаней. В настоящее время Синган также управляет двумя собственными розничными точками: тематической кофейней на улице Янэй и кофейней у водохранилища Янэй (Yanei Beef Coffee Theme Street Store / Yanei Coffee Reservoir Store). Image not found or type unknown Сбор и обработка Название лота: «Красное вино» (Red Wine)  Урожай собирается вручную: отбираются только 100% спелые красные кофейные ягоды, при этом полностью исключаются зеленые, гнилые, поврежденные болезнями или вредителями, а также перезревшие плоды. Далее собранные кофейные ягоды проходят сортировку в воде методом флотации, при котором дефектные ягоды удаляются. Последующая ручная сортировка гарантирует, что на сушку под солнцем отправляются только зрелые и неповрежденные ягоды. Цельные красные ягоды помещают в герметичные бочки или мешки из пищевого пластика, где они проходят процесс анаэробной ферментации в течение 72–96 часов (3–4 дней) при строго контролируемой температуре 20–26 °C. Данная технология позволяет пектину полностью расщепляться в анаэробных (бескислородных) условиях, формируя узнаваемый букет с нотами красного вина, ягодных нот и легких алкогольных тонов, что и является главным источником уникального вкусового профиля «Красное вино».  Технология сушки и стабилизации По окончании ферментации ягоды отправляют сушиться под солнцем, распределяя их равномерным слоем толщиной 2–4 см на приподнятых сушильных столах («африканских кроватях») с хорошей вентиляцией.  Сушка длится 25–30 дней, пока влажность не достигнет 11% ± 0.5%. Во избежание локального заплесневения и для обеспечения равномерного высыхания ягоды перемешивают каждые 2 часа. Весь процесс протекает естественным путем, без использования искусственного нагрева или стимуляторов сушки, что позволяет сохранить чистоту и сладость вкуса. Готовое зерно отправляют на склад для стабилизации.
https://roastcoast.ru/cofe/dlya-filtra/kolumbiya-alto-selo-200g-filtr;Колумбия Альто Сьело;Кофе для фильтра;975  ₽;Главная > Кофе > Для фильтра > Колумбия Альто Сьело 200г. (фильтр);"{""product_select"": [""200 г."", ""1кг.""], ""option[570]"": [""Не нужен"", ""Нужен""]}";https://roastcoast.ru/image/cache/catalog/new07/pachkakolumbijaetoselo-517x540.jpg;Яркий, сладкий лот редкой разновидности с тропическим и шоколадно-ореховым профилемРегион Уила, ГарзонФермер Анджело СосаФерма Альто СьелоРазновидность КатурронГод урожая 2025 Кофе созревает на высоте более 1700 м и проходит редкую для региона Уила натуральную обработку. Сначала ягоды ферментируют в герметичных танках в течение 60 часов, а затем высушивают под пластиковыми навесами до 16 дней. Навесы обеспечивают защиту от дождей, а также повышают температуру воздуха и способствуют его циркуляции для равномерной и контролируемой сушки зерна даже во влажном климате. Катуррон - редкая разновидность арабики, произрастающей сегодня только в Колумбии. Свое название сорт получил из-за схожести с очень крупной катуррой, которая широко культивируется в Колумбии. Однако вкусовой профиль катуррона уникален вследствие естественной мутации катурры. Популярность данный сорт набрал из-за своей устойчивости к кофейной ржавчине и хорошей урожайности.
https://roastcoast.ru/cofe/dlya-filtra/kolumbiya-andzhelo-sosa-tabi-200g-filtr;Колумбия Анджело Соса (Таби);Кофе для фильтра;1 011  ₽;Главная > Кофе > Для фильтра > Колумбия Анджело Соса (Таби) 200г. (фильтр);"{""product_select"": [""200 г."", ""1кг.""], ""option[555]"": [""Не нужен"", ""Нужен""]}";https://roastcoast.ru/image/cache/catalog/new07/pachkaanzhelasosasola-517x540.jpg;Сочный, чистый, деликатный кофе с ягодно-фруктовым профилемПрофиль вкуса Тропические фрукты, ликер, шоколад, виноград, красные ягоды, медРегион Уила, ГарзонФермер Анджело СосаФерма Альто СьелоРазновидность ТабиГод урожая 2025 Натуральная анаэробная (200 часов)Анджело Соса управляет семейной финкой более 20 лет и полагается на знания, унаследованные от своего отца-фермера. Начав с 500 деревьев Катурры, Анджело разнообразил производство, посадив Гейшу, а также Таби, сорт, полученный в результате скрещивания Типики, Бурбона и гибрида Тимора. Анджело - большой поклонник сорта Таби из-за устойчивости растения к болезням, высокой урожайности, и прекрасных вкусовых качеств. Поэтому он выращивает почти исключительно Таби, из-за чего он прозвал свою финку «Табиленд». Кофе созревает на высоте более 1700 ми проходит редкую для региона Уила натуральную обработку. Сначала ягоды преферментируют в танках в течение 200 часов, а затем высушивают под пластиковыми навесами до 16 дней. Навесы обеспечивают защиту от дождей, а также повышают температуру воздуха и способствуют его цикруляции для равномерной и контролируемой сушки зерна даже во влажном климате.РецептыВоронка (V60)Помол 25 щелчков (comandante)Кофе 18 гВоды 300 гТемпература заваривания 96СПредсмачивание 40 грамм до 35 секунд.На 30 секунде доливаем до 90 грамм.В 1 мин доливаем до 190 грамм. В 1:50 доливаем до 300 грамм. Общее заваривание 2:50.ИммерсияПомол 27 щелчков (comandante)Кофе 16 гВоды 290 гТемпература заваривания 96СЗаливаем сразу весь объём воды в кофе и настаиваем 3 минуты.Открываем клапан, общее заваривание 5 минАэропрессПомол 21 щелчок  (comandante)Кофе 15 гВоды 230 млТемпература заваривания 91СЗаливаем весь объём воды и перемешиваем. Настаиваем до 2 минути продавливание до 2:40 мин. Перевёрнутый метод с 2 фильтрами.
https://roastcoast.ru/cofe/dlya-filtra/kolumbiya-guamo-200g-filtr;Колумбия Гуамо;Кофе для фильтра;920  ₽;Главная > Кофе > Для фильтра > Колумбия Гуамо 200г. (фильтр);"{""product_select"": [""200 г."", ""1 кг.""], ""option[600]"": [""Не нужен"", ""Нужен""]}";https://roastcoast.ru/image/cache/catalog/newfilter/kolguano2-517x540.jpg;регион: кальдас, манзанарес фермер: проект рефорествысота:  1800 мсорт: катурра обработка: натуральнаяурожай: 2025/2026Forest Coffee стремится к активным действиям по защите климата и поддержке кофейных сообществ Колумбии. Проект по лесовосстановлению (Reforest Project) — это практический подход к борьбе с последствиями изменения климата в кофейном хозяйстве. Компания продвигает принципы устойчивого развития через высадку деревьев и укрепление устойчивости местных сообществ. Кофейные регионы Колумбии столкнулись с суровыми засухами, что привело к снижению объемов производства и ухудшению качества зерна. Фермеры несут растущие расходы и с трудом справляются с обеспечением средств к существованию. Очевидно, что для защиты будущего колумбийского кофе необходимы решительные действия. Цель проекта по лесовосстановлению — высадить 50 000 деревьев местных пород в северной части Толимы и на юге Кальдаса. Начали с первых 200 деревьев на фермах 30 местных производителей в окрестностях фермы Эль Вергел. Основная работа направлена на возрождение кофейных ландшафтов и создание более здоровой экосистемы. Через лесовосстановление и методы устойчивого земледелия повышается устойчивость к изменениям климата и осуществляется помощь фермерам в адаптации к меняющимся условиям окружающей среды. Эта инициатива дает надежду на будущее кофейной индустрии Колумбии. Путь лота Гуамо начинается с тщательного отбора кофейных ягод сорта Катурра, известного своим балансом и богатым потенциалом сложного вкуса. Сначала ягоды проходят 36-часовую анаэробную предварительную ферментацию в мешках грейн-про. Безвоздушная среда усиливает развитие фруктовых и тропических нот, создавая основу для яркого вкуса напитка. После подготовки ягоды переносят в герметичные танки в тени, где поддерживается стабильная температура около 23°C. Процесс ферментации длится 96 часов. По завершении ферментации ягоды сушатся механическим способом в течение примерно 7 дней. Такой тщательный метод сохраняет целостность натурального процесса, «запечатывая» яркие вкусы и предотвращая появление дефектов. Для обеспечения стабильности вкуса и однородности партий зерна выдерживают в мешках грейн-про в течение 30 дней, пока уровень влажности не достигнет 10,5%. Эта фаза стабилизации позволяет многогранному вкусовому профилю кофе созреть и гармонизировать, обеспечивая сложную и сбалансированную чашку.
https://roastcoast.ru/cofe/dlya-filtra/kolumbiya-papajo-200g-filtr;Колумбия Папайо;Кофе для фильтра;975  ₽;Главная > Кофе > Для фильтра > Колумбия Папайо 200г. (фильтр);"{""product_select"": [""200 г."", ""1кг.""], ""option[572]"": [""Не нужен"", ""Нужен""]}";https://roastcoast.ru/image/cache/catalog/new07/pachkakolumbijamamajja-517x540.jpg;Сочный, плотный, сбалансированный лот редкой разновидности папайоПрофиль вкуса: Груша, красное яблоко, шоколад, мед, мед, сливки, тростниковый сахара Регион Уила, ГарзонФермер Анджело СосаФерма Альто СьелоОбработка НатуральнаяВид АрабикаРазновидность ПапайоГод урожая 2025Разновидность папайо встречается нечасто и мало что известно о том, как она появилась в Колумбии. Некоторые считают ее локальной мутацией катурры, которуе впервые обнаружили фермеры региона Уила, но генетическое тестирование, проведенное World Coffee Research, указывает на тесную связь разновидности с Эфиопией, что объясняет сильный вкусовой потенциал папайо. Ягоды этого сорта отличается сочным оранжевым цветом и удлиненной формой, схожей с плодами фрукта папайи, от которого кофе и получил своей название. Кофе созревает на высоте более 1700 м и натуральную обработку. Сначала ягоды ферментируют в герметичных танках в течение 48-60 часов, а затем высушивают под пластиковыми навесами до 2 недель. Навесы обеспечивают защиту от дождей, а также повышают температуру воздуха и способствуют его циркуляции для равномерной и контролируемой сушки зерна даже во влажном климате.
https://roastcoast.ru/cofe/dlya-filtra/kolumbiya-pachamama-mytyj-200g-filtr;Колумбия Пачамама (мытый);Кофе для фильтра;814  ₽;Главная > Кофе > Для фильтра > Колумбия Пачамама (мытый) 200г. (фильтр);"{""product_select"": [""200 г."", ""1кг.""], ""option[558]"": [""Не нужен"", ""Нужен""]}";https://roastcoast.ru/image/cache/catalog/new07/pachkapapamamafiltr-517x540.jpg;Чистый, свежий, сбалансированный лот с шоколадно-карамельным профилемПрофиль вкуса Шоколад, какао-крупка, ваниль, карамель, мед, грецкий орехРегион РисаральдаФермеры Габриэль Валенсия и Руби БастидасФерма ПачамамаРазновидность КастильоГод урожая 2025 Разновидность КастильоГод урожая 2025 Ферма Пачамама расположена в Аравии, регион Рисаральда, на высоте 1450 метров над уровнем моря. Своё название она получила от одного из коренных племён Андского региона: в мифологии инков «Пачамама» означает «Мать-Земля». На финке не используют пестициды и гербициды, а для эффективного опыления кофейных деревьев «привлекают» к работе пчел из ульев, построенных рядом с плантациями. Сорт Кастильо проходит 2 этапа обработки по протоколу, подобранному для терруара Рисаральды: 48-часовую предварительную ферментацию в ягоде, за которой следуют 48 часов спонтанной ферментации уже очищенного от мякоти зерна. Затем кофе сушится на стеллажах под солнцем или в механических сушилках. В процессе халлинга кофе проходит сортировку, в процессе которой зёрна с меньшей плотностью или поврежденные насекомыми, а также квакеры удаляются.
https://roastcoast.ru/cofe/dlya-espresso/kolumbiya-pachamama-mytyj-200g-espresso;Колумбия Пачамама (мытый);Кофе для эспрессо;814  ₽;Главная > Кофе > Для эспрессо > Колумбия Пачамама (мытый) 200г. (эспрессо);"{""product_select"": [""200г."", ""1кг.""], ""option[543]"": [""Не нужен"", ""Нужен""]}";https://roastcoast.ru/image/cache/catalog/new07/novajapachkakolumbijadzhimiachaacha-517x540.jpg;Чистый, свежий, сбалансированный лот с шоколадно-карамельным профилемПрофиль вкуса Шоколад, какао-крупка, ваниль, карамель, мед, грецкий орехРегион РисаральдаФермеры Габриэль Валенсия и Руби БастидасФерма ПачамамаРазновидность КастильоГод урожая 2025 Разновидность КастильоГод урожая 2025 Ферма Пачамама расположена в Аравии, регион Рисаральда, на высоте 1450 метров над уровнем моря. Своё название она получила от одного из коренных племён Андского региона: в мифологии инков «Пачамама» означает «Мать-Земля». На финке не используют пестициды и гербициды, а для эффективного опыления кофейных деревьев «привлекают» к работе пчел из ульев, построенных рядом с плантациями. Сорт Кастильо проходит 2 этапа обработки по протоколу, подобранному для терруара Рисаральды: 48-часовую предварительную ферментацию в ягоде, за которой следуют 48 часов спонтанной ферментации уже очищенного от мякоти зерна. Затем кофе сушится на стеллажах под солнцем или в механических сушилках. В процессе халлинга кофе проходит сортировку, в процессе которой зёрна с меньшей плотностью или поврежденные насекомыми, а также квакеры удаляются.
https://roastcoast.ru/cofe/dlya-filtra/kolumbiya-el-vergel-200g-filtr;Колумбия Эль Вергел;Кофе для фильтра;966  ₽;Главная > Кофе > Для фильтра > Колумбия Эль Вергел 200г. (фильтр);"{""product_select"": [""200 г."", ""1 кг.""], ""option[574]"": [""Не нужен"", ""Нужен""]}";https://roastcoast.ru/image/cache/catalog/new07/pachkakolumbijajavertel-517x540.jpg;Алкогольные ноты, темные ягоды, темный шоколад, тропические фрукты,  цитрусырегион фресно ферма эль вергелфермеры  элиас и шади байтерывысота  1500 м сорт катурра, кастильо, колумбия обработка  натуральная+лактик урожай  2025/2026 ЭЛЬ ВЕРГЕЛПуть этого лота начинается с тщательного отбора кофейных ягод красной и желтой Катурры. Собранные на пике зрелости, ягоды проходят 4-часовую аэробную предварительную ферментацию, что позволяет их природным сахарам развиваться и закладывает основу для динамичного вкусового профиля, наполненного тропическими и кремовыми нотами. Затем ягоды переносятся в герметичные танки, расположенные в тени, где они проходят 7-часовой процесс анаэробной ферментации. Для усиления ферментации в танки вносится 10% лактобактерий. Эти бактерии, предварительно лиофилизированные и активированные при комнатной температуре в течение 30 минут перед использованием, придают кофе молочную кислотность и кремовую сложность. Точные условия ферментации создают сбалансированное взаимодействие фруктовых и кремовых вкусов, усиливая ноты йогурта, клубники, вишни и персика, сохраняя при этом сочное, кремовое тело. После ферментации ягоды сушатся механическим способом. В течение 72 часов, с тщательно выверенными интервалами, ягоды достигают оптимального уровня влажности примерно за шесть дней. Этот контролируемый процесс сушки обеспечивает сохранение отчетливых молочных и тропических характеристик кофе, закрепляя его богатые ноты темного шоколада, манго и кремовой кислотности. Заключительным этапом процесса является 30-дневный период стабилизации в мешках грейн-про. Этот шаг позволяет зернам «отдохнуть», гармонизируя их вкус и достигая идеально сбалансированной чашки. Мешки грейн-про также защищают зерна от воздействия окружающей среды, сохраняя их свежесть и качество до тех пор, пока они не будут готовы к обжарке.
https://roastcoast.ru/cofe/dlya-filtra/ruanda-simbi-200g-filtr;Руанда Симби;Кофе для фильтра;1 126  ₽;Главная > Кофе > Для фильтра > Руанда Симби 200г. (фильтр);"{""product_select"": [""200 г."", ""1 кг.""], ""option[587]"": [""Не нужен"", ""Нужен""]}";https://roastcoast.ru/image/cache/catalog/newfilter/ruandapumba-517x540.jpg;Станция Simbi Washing Station Owner: Abdul RudahungaУрожай 2025 /2026Высота  1.980 - 2250 мСкрин95% 15-18 Метод обработки Анаэробный натуральный, 72h fermentation in plastic barrelsСортАрабика, BourbonДескрипторы Тропические фрукты, карамель, конфеты с ромом, пралине, молочный шоколадВкусовые характеристикиПлотный сладкий кофе с тропическими фруктами и алкогольным послевкусиемСтанция обработки Simbi находится в районе Huye в Южной провинции Руанды.Simbi — это частная моечная станция, которой управляет Абдул, вдохновленный на занятие кофейным бизнесом своей бабушкой.Станция была построена в 2011- 2012 годах, а в 2013 году они впервые приняли участие в конкурсе Rwanda Cup of Excellence и заняли 9-е место из 159 образцов!
https://roastcoast.ru/cofe/dlya-espresso/uganda-mvezi-200g-espresso;Уганда Мвези;Кофе для эспрессо;728  ₽;Главная > Кофе > Для эспрессо > Уганда Мвези 200г. (эспрессо);"{""product_select"": [""200 г."", ""1кг.""], ""option[562]"": [""Не нужен"", ""Нужен""]}";https://roastcoast.ru/image/cache/catalog/new07/novajapachkaugandavezi-517x540.jpg;Вкусовые характеристики  Плотный кофе с винной кислотностью и сладким букетом спелой клубники, сливы и темного шоколада Дескрипторы Ноты вина, сухофрукты, цедра, какао, слива, клубника, грецкий орех, темный виноградРегион  Уганда, РувензориСтанция  Kasese, RwenzoriМетод обработки  Натуральный (сухой) Слово «Mwezi» (Мве́зи) в переводе с суахили (и местного угандийского языка луганда) означает «Луна» (или «месяц»). Такое имя лот получил благодаря своему происхождению: этот кофе рождается на склонах легендарных «Лунных гор» Рувензори.Влага из ледниковых туманов национального парка замедляет созревание ягод, позволяя им накопить рекордную плотность сахаров. Лот является результатом закрытой программы: всего 106 избранных фермеров вручную отбирают только пиковые, бордово-красные вишни.Благодаря 25-дневной натуральной сушке на «африканских кроватях» зерно проходит медленную ферментацию в собственной мякоти. Сахара глубоко пропитывают структуру зерна, рождая исключительный и чистый вкусовой профиль.
https://roastcoast.ru/cofe/dlya-filtra/efiopiya-konga-200g-filtr;Эфиопия Конга;Кофе для фильтра;894  ₽;Главная > Кофе > Для фильтра > Эфиопия Конга 200г. (фильтр);"{""product_select"": [""200 г."", ""1 кг.""], ""option[602]"": [""Не нужен"", ""Нужен""]}";https://roastcoast.ru/image/cache/catalog/newfilter/efiopijakingkong2-517x540.jpg;Регион: ИргачеффеСтанция обработки: КонгаПроизводители: местные фермерыВысота: 1950–2100 м над уровнем моряСбор урожая: октябрь — январьРазновидности: местные разновидности (heirloom) Обработка: сухаяДеревня Конга расположена недалеко от города Иргачеффе. В деревне действуют несколько станций мытой обработки, куда местные фермеры сдают свой урожай. Кофе из Конга обычно выращивается в очень малых масштабах — на фермерских участках, где он соседствует с другими продовольственными культурами.  Красно-бурые почвы этой местности отличаются высоким содержанием железа, а глубина их плодородного слоя превышает 1,5 метра. Это критически важно для кофейных деревьев: глубокий слой почвы позволяет сформировать развитую корневую систему. Благодаря этому растение усваивает гораздо больше питательных веществ и влаги. Мощные корни также обеспечивают силу и высоту самих деревьев. Кроме того, глубина почвы напрямую определяет ее способность накапливать и удерживать влагу и микроэлементы, что естественным образом гарантирует растениям постоянный доступ к необходимым ресурсам для качественного созревания урожая.
https://roastcoast.ru/cofe/dlya-espresso/efiopiya-sidamo-200g-espresso;Эфиопия Сидамо;Кофе для эспрессо;627  ₽;Главная > Кофе > Для эспрессо > Эфиопия Сидамо 200г. (эспрессо);"{""product_select"": [""200 g"", ""1000 g""], ""option[367]"": [""Не нужен"", ""Нужен""]}";https://roastcoast.ru/image/cache/catalog/new03/efiopijasidamo-517x540.jpg;"Эфиопия  Сидамо гр.4 ТОП — это арабика сухой обработки, отличающаяся от нашего  обычного Сидамо гр.4 более чистой и фруктовой чашкой.Кофе Сидамо выращивается в провинции Сидамо на Эфиопском нагорье на высоте от 1500 до 2200 метров над уровнем моря. Эфиопия  является седьмым по величине производителем кофе в мире и производит  больше кофе, чем любая другая африканская нация. Около 2800 кв.  км Эфиопии покрыты посадками кофейных деревьев, большая часть которого  производится мелкими землевладельцами (фермеры, имеющие менее 4 га  земли). Половина из 275 000 тонн кофе, производимого ежегодно в Эфиопии,  потребляется самими эфиопами. Правительство Эфиопии обрабатывает все  платежи мелким владельцам и устанавливает цену, по которой станции сухой  и мытой обработки платят за кофе от мелких фермеров."
https://roastcoast.ru/accessories/kakao-poroshok-cacao-22-24-1kg-irca-italiya;Какао порошок - Cacao 22/24 1кг, IRCA, Италия;;2 400  ₽;Главная > Аксессуары > Какао порошок - Cacao 22/24 1кг, IRCA, Италия;{};https://roastcoast.ru/image/cache/catalog/new04/kakaoirka-517x540.jpg;RCA – 100% Какао-порошок алкализированный 22-24% какао-масла «Horeca Line» - идеален для приготовления горячего шоколада и Вашего творчества.Область применения: Приготовление кондитерских изделий, напитков, завтраков и снеков.Форма продукта: порошокТемпература хранения: 12 - 20 °CСостав: 100% Какао-порошок.Белки - 17,6гЖиры - 23гУглеводы - 13,4г
https://roastcoast.ru/accessories/sredstvo-dlya-ochistki-kofemashin-ot-kofejnyh-masel-himteam-1000g;Средство для очистки кофемашин от кофейных масел himteam 1000г;;1 150  ₽;Главная > Аксессуары > Средство для очистки кофемашин от кофейных масел himteam 1000г;{};https://roastcoast.ru/image/cache/catalog/new04/new06/masel2-517x540.jpg;Эффективно удаляет труднорастворимые загрязнения, в т.ч. остатки кофе, масел, восков, танинов.Применение:Для профессиональной кофемашины:1. В холдер со слепым фильтром засыпать 5 г. (1\2 чайной ложки) средства и вставить в группу.2. Очистку совершать по инструкции производителя машины.Для обслуживания съемных деталей:1. Приготовить раствор: 50 г. средства на 1 л. горячей воды2. Съемные детали замочить до полной очистки.3. После завершения процедуры очистки промыть чистой водой.Важно: После очистки системы первую порцию кофе утилизировать.Объем: 1000 мг.
https://roastcoast.ru/accessories/sredstvo-dlya-ochistki-molochnyh-sistem-i-kapuchinatora-himteam-1000ml;Средство для очистки молочных систем и капучинатора himteam 1000мл;;990  ₽;Главная > Аксессуары > Средство для очистки молочных систем и капучинатора himteam 1000мл;{};https://roastcoast.ru/image/cache/catalog/new04/new06/moloko2-517x540.jpg;Профессиональное средство для очистки молочных систем кофемашин предназначено для обеспечения длительной и эффективной работы ваших устройств. Продукт специально создан для удаления жира, молочного налета и других загрязнений, которые могут негативно влиять на вкус и качество приготовляемого кофе.Применение:Для профессиональной кофемашины:1. Разбавить средство 25-50 мл. на 1л. воды.2. Очистку совершать по инструкции производителя машины.Для обслуживания съемных деталей:1. Съемные детали замочить до полной очистки.2. После завершения процедуры очистки промыть чистой водой.Объем: 1000 мл
https://roastcoast.ru/opt;Оптовым покупателям;;;Главная > Оптовым покупателям;{};;
https://roastcoast.ru/reviews;Отзывы;;;Главная > Отзывы;{};;
https://roastcoast.ru/about_us;О нас;;;Главная > О нас;{};https://roastcoast.ru/image/catalog/2026-01-2714.01.16.jpg, https://roastcoast.ru/image/catalog/inform/premia.png;
https://roastcoast.ru/delivery;Доставка и оплата;;;Главная > Доставка и оплата;{};;
https://roastcoast.ru/politika-konfidencialnosti;Политика конфиденциальности;;;Главная > Политика конфиденциальности;{};;
https://roastcoast.ru/terms;Условия соглашения;;;Главная > Условия соглашения;{};;
